Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,251_CP04618_S118,252_CP04618_S119,253_CP04618_S120,254_CP04618_S150,255_CP04618_merge,256_CP04618_S121,257_CP04618_merge,258_CP04618_merge,259_CP04618_S122,260_CP04618_S154,261_CP04618_S123,262_CP04618_S124,263_CP04618_S155,264_CP04618_S125,265_CP04618_S126,266_CP04618_S156,267_CP04618_merge,268_CP04618_S127,269_CP04618_S128,270_CP04618_merge,271_CP04618_merge,272_CP04618_S160,273_CP04618_S129,274_CP04618_S130,Taxonomy Id,Taxonomy Lineage
Alloscardovia_u_t,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia_u_s,Alloscardovia_u_t,0,0,104.4,328.93,0,0,0,0,0,0,0,0,0,0,0,127.8,0,0,0,0,0,0,0,0,419014,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Alloscardovia(419014);s__Alloscardovia_u_s(419014);t__Alloscardovia_u_t(419014);
Anaerobutyricum soehngenii,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum soehngenii,Anaerobutyricum soehngenii,0,592.4,0,0,873.36,0,0,1314.89,0,1130.77,392.82,0,677.97,887.01,0,0,456.12,634.12,0,0,164.19,667.48,1393.05,3929.17,105843,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Anaerobutyricum(2569097);s__Anaerobutyricum soehngenii(105843);t__Anaerobutyricum soehngenii(105843);
Anaeromassilibacillus sp. An250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaeromassilibacillus,Anaeromassilibacillus_u_s,Anaeromassilibacillus sp. An250,0,0,0,0,0,0,0,203.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.94,1965604,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Anaeromassilibacillus(1924093);s__Anaeromassilibacillus_u_s(1924093);t__Anaeromassilibacillus sp. An250(1965604);
Anaeromassilibacillus sp. Marseille-P4683,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaeromassilibacillus,Anaeromassilibacillus_u_s,Anaeromassilibacillus sp. Marseille-P4683,0,0,0,0,112.11,0,0,0,0,79.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041843,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Anaeromassilibacillus(1924093);s__Anaeromassilibacillus_u_s(1924093);t__Anaeromassilibacillus sp. Marseille-P4683(2041843);
Anaerostipes hadrus DSM 3319,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes hadrus DSM 3319,0,9702.23,0,0,4916.4,0,0,0,0,1124.09,5147.52,0,4220.32,13812.98,0,0,1491.08,3119.6,0,0,0,584.81,3060.59,9122.31,649757,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Anaerostipes(207244);s__Anaerostipes hadrus(649756);t__Anaerostipes hadrus DSM 3319(649757);
Anaerostipes hadrus,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes hadrus,0,0,0,0,0,0,0,2699.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649756,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Anaerostipes(207244);s__Anaerostipes hadrus(649756);t__Anaerostipes hadrus(649756);
Adlercreutzia equolifaciens subsp. celatus,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens,Adlercreutzia equolifaciens subsp. celatus,0,0,0,0,1434.45,0,0,0,0,238.95,0,0,0,0,0,342.94,914.07,437.38,0,0,182.8,1169.19,679.5,2074.98,394340,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Eggerthellales(1643822);f__Eggerthellaceae(1643826);g__Adlercreutzia(447020);s__Adlercreutzia equolifaciens(446660);t__Adlercreutzia equolifaciens subsp. celatus(394340);
Lancefieldella parvula,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella parvula,Lancefieldella parvula,0,0,0,0,0,0,159.98,0,0,79.53,0,0,0,0,0,0,0,0,247.72,0,0,0,0,0,1382,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Atopobiaceae(1643824);g__Lancefieldella(2767353);s__Lancefieldella parvula(1382);t__Lancefieldella parvula(1382);
Atopobium parvulum DNF00906,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella parvula,Atopobium parvulum DNF00906,0,0,206.27,624.63,0,873.63,0,0,1416.92,0,0,271.62,0,0,3494.1,0,0,0,0,182.92,0,0,0,0,1287474,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Atopobiaceae(1643824);g__Lancefieldella(2767353);s__Lancefieldella parvula(1382);t__Atopobium parvulum DNF00906(1287474);
Atopobium rimae ATCC 49626,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella rimae,Atopobium rimae ATCC 49626,0,0,0,0,0,0,0,0,518.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553184,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Atopobiaceae(1643824);g__Lancefieldella(2767353);s__Lancefieldella rimae(1383);t__Atopobium rimae ATCC 49626(553184);
Atopobium sp. BS2,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium_u_s,Atopobium sp. BS2,0,0,0,560.86,0,0,0,0,0,0,0,273.9,0,0,0,0,0,0,151.88,0,0,0,0,0,936550,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Atopobiaceae(1643824);g__Atopobium(1380);s__Atopobium_u_s(1380);t__Atopobium sp. BS2(936550);
Atopobium sp. ICM42b,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium_u_s,Atopobium sp. ICM42b,0,0,208.38,0,0,922.61,0,0,1506.9,0,0,0,0,0,3628.76,0,0,0,0,184.64,0,0,0,0,1190620,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Atopobiaceae(1643824);g__Atopobium(1380);s__Atopobium_u_s(1380);t__Atopobium sp. ICM42b(1190620);
Bacteroidales_u_t,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Bacteroidales_u_g,Bacteroidales_u_s,Bacteroidales_u_t,0,0,0,0,0,0,0,0,0,0,0,0,249.4,77.16,0,113.77,0,161.21,0,0,0,0,0,0,171549,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Bacteroidales_u_g(171549);s__Bacteroidales_u_s(171549);t__Bacteroidales_u_t(171549);
Bacteroides_u_t,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_u_s,Bacteroides_u_t,0,0,0,0,0,0,0,0,0,0,114.45,0,0,0,0,0,100.99,0,0,0,0,0,0,0,816,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides_u_s(816);t__Bacteroides_u_t(816);
Bacteroides caccae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides caccae,0,0,0,0,0,0,0,0,0,0,0,0,0,155.2,0,237.74,0,0,0,0,0,0,0,0,47678,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides caccae(47678);t__Bacteroides caccae(47678);
Bacteroides caccae ATCC 43185,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides caccae ATCC 43185,0,0,0,0,0,0,0,0,0,0,0,0,187.07,0,0,0,784.37,184.92,0,0,0,0,0,0,411901,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides caccae(47678);t__Bacteroides caccae ATCC 43185(411901);
Bacteroides caccae CL03T12C61,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides caccae CL03T12C61,0,0,0,0,0,0,0,0,0,0,440.92,0,0,0,0,0,0,0,0,0,0,0,0,0,997873,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides caccae(47678);t__Bacteroides caccae CL03T12C61(997873);
Bacteroides clarus YIT 12056,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides clarus,Bacteroides clarus YIT 12056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.63,0,0,0,0,0,0,0,762984,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides clarus(626929);t__Bacteroides clarus YIT 12056(762984);
Bacteroides coprophilus DSM 18228 = JCM 13818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola coprophilus,Bacteroides coprophilus DSM 18228 = JCM 13818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048.33,215.31,0,0,0,0,0,0,547042,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola coprophilus(387090);t__Bacteroides coprophilus DSM 18228 = JCM 13818(547042);
Bacteroides dorei CL03T12C01,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola dorei,Bacteroides dorei CL03T12C01,0,0,0,0,0,0,0,0,0,0,0,0,0,361.33,0,0,0,0,0,0,0,0,0,0,997877,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola dorei(357276);t__Bacteroides dorei CL03T12C01(997877);
Phocaeicola dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola dorei,Phocaeicola dorei,0,0,0,0,0,0,0,0,0,0,0,0,1046.92,0,0,0,0,0,0,0,0,0,0,0,357276,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola dorei(357276);t__Phocaeicola dorei(357276);
Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,Bacteroides eggerthii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9,197.52,226.63,0,0,0,0,140.69,222.19,28111,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides eggerthii(28111);t__Bacteroides eggerthii(28111);
Bacteroides finegoldii DSM 17565,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,Bacteroides finegoldii DSM 17565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.2,960.27,400.08,0,0,0,0,0,0,483215,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides finegoldii(338188);t__Bacteroides finegoldii DSM 17565(483215);
Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola massiliensis,Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957.33,0,0,0,0,0,0,0,1121098,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola massiliensis(204516);t__Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223(1121098);
Bacteroides ovatus SD CMC 3f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides ovatus SD CMC 3f,0,0,0,0,0,0,0,0,0,0,0,0,780.38,761.29,0,0,0,0,0,0,0,0,0,0,702443,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides ovatus(28116);t__Bacteroides ovatus SD CMC 3f(702443);
Bacteroides plebeius DSM 17135,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola plebeius,Bacteroides plebeius DSM 17135,0,0,0,0,0,0,0,0,0,0,0,0,0,377.38,0,0,168.63,0,0,0,0,0,0,0,484018,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola plebeius(310297);t__Bacteroides plebeius DSM 17135(484018);
Bacteroides salyersiae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,Bacteroides salyersiae,0,0,0,0,0,0,0,0,0,0,78.59,0,0,0,0,0,0,0,0,0,0,0,0,0,291644,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides salyersiae(291644);t__Bacteroides salyersiae(291644);
Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.54,818,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides thetaiotaomicron(818);t__Bacteroides thetaiotaomicron(818);
Bacteroides sp. 3_1_19,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_u_s,Bacteroides sp. 3_1_19,0,0,0,0,0,0,0,548.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469592,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides_u_s(816);t__Bacteroides sp. 3_1_19(469592);
Bacteroides sp. 4_3_47FAA,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_u_s,Bacteroides sp. 4_3_47FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.24,0,0,0,0,0,0,0,0,0,0,457394,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides_u_s(816);t__Bacteroides sp. 4_3_47FAA(457394);
Bacteroides sp. AF25-18,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_u_s,Bacteroides sp. AF25-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.53,0,0,0,0,0,0,2292923,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides_u_s(816);t__Bacteroides sp. AF25-18(2292923);
Bacteroides sp. AF26-10BH,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_u_s,Bacteroides sp. AF26-10BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542.4,1784.56,2292926,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides_u_s(816);t__Bacteroides sp. AF26-10BH(2292926);
Bacteroides sp. AM26-11,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_u_s,Bacteroides sp. AM26-11,0,0,0,0,0,0,0,0,0,0,0,0,3914.96,0,0,0,0,0,0,0,0,0,0,0,2292945,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides_u_s(816);t__Bacteroides sp. AM26-11(2292945);
Bacteroides sp. NMBE5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_u_s,Bacteroides sp. NMBE5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5807.62,0,0,0,0,0,0,0,2184759,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides_u_s(816);t__Bacteroides sp. NMBE5(2184759);
Bacteroides sp. OM08-17BH,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_u_s,Bacteroides sp. OM08-17BH,0,0,0,0,0,0,0,0,0,0,614.92,0,0,0,0,0,0,0,0,0,0,0,0,0,2292285,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides_u_s(816);t__Bacteroides sp. OM08-17BH(2292285);
Bacteroides stercoris ATCC 43183,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides stercoris ATCC 43183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.11,0,0,0,0,0,0,0,449673,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides stercoris(46506);t__Bacteroides stercoris ATCC 43183(449673);
Bacteroides stercoris CC31F,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides stercoris CC31F,0,0,0,0,0,0,0,0,0,0,454.21,0,731.33,394.53,0,0,0,0,0,0,0,0,0,118.4,1073351,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides stercoris(46506);t__Bacteroides stercoris CC31F(1073351);
Bacteroides uniformis ATCC 8492,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis ATCC 8492,0,0,0,0,0,0,0,0,0,0,573.03,0,0,0,0,0,0,0,0,0,0,0,1787.26,2060.08,411479,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides uniformis(820);t__Bacteroides uniformis ATCC 8492(411479);
Bacteroides uniformis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis,0,0,0,0,0,0,0,231.73,0,0,0,0,0,0,0,760.26,2838.33,3594.56,0,0,0,0,0,0,820,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides uniformis(820);t__Bacteroides uniformis(820);
Phocaeicola vulgatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola vulgatus,Phocaeicola vulgatus,0,0,0,0,0,0,0,107.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.67,0,821,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola vulgatus(821);t__Phocaeicola vulgatus(821);
Bacteroides vulgatus PC510,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola vulgatus,Bacteroides vulgatus PC510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5871.64,0,0,0,0,0,0,0,702446,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola vulgatus(821);t__Bacteroides vulgatus PC510(702446);
Bacteroides vulgatus dnLKV7,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola vulgatus,Bacteroides vulgatus dnLKV7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.2,0,379.22,1235786,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola vulgatus(821);t__Bacteroides vulgatus dnLKV7(1235786);
Bacteroides vulgatus str. 3975 RP4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola vulgatus,Bacteroides vulgatus str. 3975 RP4,0,0,0,0,0,0,0,0,0,0,0,0,3787.91,1063.99,0,0,0,0,0,0,0,0,0,0,1339352,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola vulgatus(821);t__Bacteroides vulgatus str. 3975 RP4(1339352);
Bacteroidetes oral taxon 274 str. F0058,Bacteria,Bacteroidetes,Bacteroidetes_u_c,Bacteroidetes_u_o,Bacteroidetes_u_f,Bacteroidetes_u_g,Bacteroidetes_u_s,Bacteroidetes oral taxon 274 str. F0058,0,0,162.73,0,0,307.62,0,0,358.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575590,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidetes_u_c(976);o__Bacteroidetes_u_o(976);f__Bacteroidetes_u_f(976);g__Bacteroidetes_u_g(976);s__Bacteroidetes_u_s(976);t__Bacteroidetes oral taxon 274 str. F0058(575590);
Barnesiella intestinihominis YIT 11860,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella intestinihominis YIT 11860,0,0,0,0,0,0,0,0,0,0,0,0,152.52,0,0,0,0,0,0,0,0,0,0,205.34,742726,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Barnesiellaceae(2005519);g__Barnesiella(397864);s__Barnesiella intestinihominis(487174);t__Barnesiella intestinihominis YIT 11860(742726);
Barnesiella sp. An22,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella_u_s,Barnesiella sp. An22,0,0,0,0,0,0,0,0,0,0,1698.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1965590,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Barnesiellaceae(2005519);g__Barnesiella(397864);s__Barnesiella_u_s(397864);t__Barnesiella sp. An22(1965590);
Bergeyella cardium,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Bergeyella,Bergeyella cardium,Bergeyella cardium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.29,0,0,0,0,0,1585976,k__Bacteria(2);p__Bacteroidetes(976);c__Flavobacteriia(117743);o__Flavobacteriales(200644);f__Weeksellaceae(2762318);g__Bergeyella(59735);s__Bergeyella cardium(1585976);t__Bergeyella cardium(1585976);
Bifidobacterium adolescentis,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium adolescentis,0,0,0,0,0,0,0,0,0,9036.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium adolescentis(1680);t__Bifidobacterium adolescentis(1680);
Bifidobacterium adolescentis L2-32,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium adolescentis L2-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.67,2581.24,2363.83,0,0,0,0,0,0,411481,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium adolescentis(1680);t__Bifidobacterium adolescentis L2-32(411481);
Bifidobacterium angulatum,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,Bifidobacterium angulatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.48,0,0,0,0,0,0,0,0,1683,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium angulatum(1683);t__Bifidobacterium angulatum(1683);
Bifidobacterium angulatum DSM 20098 = JCM 7096,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,Bifidobacterium angulatum DSM 20098 = JCM 7096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334.62,1637.16,0,0,0,0,0,0,518635,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium angulatum(1683);t__Bifidobacterium angulatum DSM 20098 = JCM 7096(518635);
